id,block,trial,trcond,coh,dir,error,RT,MT,outcome,SoA
1,1,1,1,1,-1,1,736,322,50,69
1,1,2,3,2,1,0,746,1730,50,52.3
1,1,3,1,1,-1,1,820,839,75,
1,1,4,1,1,1,1,765,1377,50,52.5
1,1,5,1,1,-1,1,757,305,25,19.2
1,1,6,1,1,1,0,643,491,75,
1,1,7,1,1,1,0,708,612,75,
1,1,8,3,2,-1,99,, , ,
1,1,9,1,1,1,0,541,354,50,59.8
1,1,10,1,1,-1,0,794,1066,50,11.5
1,1,11,1,1,-1,0,726,1514,50,37.2
1,1,12,2,2,1,0,486,503,50,69.5
1,1,13,1,1,1,0,597,501,75,72.2
1,1,14,1,1,1,0,616,312,25,
1,1,15,1,1,-1,99,, , ,
1,1,16,1,1,-1,0,739,1702,100,
1,1,17,1,1,1,0,712,417,25,3.5
1,1,18,2,2,1,0,558,420,75,97.5
1,1,19,1,1,1,0,549,345,25,
1,1,20,1,1,-1,0,537,409,75,67.3
1,1,21,1,1,1,1,466,882,50,35.8
1,1,22,1,1,1,0,662,403,100,
1,1,23,2,2,-1,0,640,579,25,
1,1,24,3,2,1,0,716,851,50,14.5
1,1,25,3,2,-1,0,547,419,50,
1,1,26,2,2,-1,0,710,518,50,
1,1,27,3,2,-1,0,656,497,50,
1,1,28,1,1,-1,0,450,362,50,
1,1,29,1,1,-1,1,725,1681,50,16.7
1,1,30,1,1,-1,0,609,1057,50,
1,2,1,1,1,1,0,721,305,50,
1,2,2,1,1,-1,1,523,263,50,27.7
1,2,3,1,1,1,0,569,388,75,73.3
1,2,4,2,2,1,0,648,487,100,99.8
1,2,5,3,2,-1,0,705,395,50,
1,2,6,1,1,1,0,543,282,100,
1,2,7,1,1,1,0,440,267,100,99.5
1,2,8,1,1,1,1,516,1284,50,29
1,2,9,1,1,1,0,559,271,75,
1,2,10,1,1,-1,0,518,1751,50,13
1,2,11,3,2,-1,0,825,432,25,27.7
1,2,12,1,1,-1,99,, , ,
1,2,13,1,1,1,0,726,1040,50,32.7
1,2,14,1,1,-1,0,726,1438,50,24.2
1,2,15,1,1,-1,0,642,744,50,10.7
1,2,16,2,2,-1,0,822,356,75,
1,2,17,1,1,-1,0,795,336,50,
1,2,18,1,1,1,99,, , ,
1,2,19,1,1,1,0,718,1638,50,30.7
1,2,20,3,2,1,0,636,216,25,
1,2,21,1,1,-1,1,756,510,25,
1,2,22,1,1,-1,1,437,437,75,
1,2,23,1,1,1,1,580,1177,50,8.7
1,2,24,1,1,-1,0,676,358,75,
1,2,25,1,1,1,0,739,749,50,
1,2,26,1,1,-1,0,682,517,50,57.5
1,2,27,1,1,-1,0,664,427,75,
1,2,28,3,2,1,0,631,780,100,0.8
1,2,29,2,2,1,0,721,450,25,
1,2,30,2,2,-1,0,809,497,75,63.5
1,3,1,1,1,-1,1,690,212,25,
1,3,2,1,1,-1,99,, , ,
1,3,3,3,2,1,0,564,813,75,28.2
1,3,4,3,2,1,0,530,276,50,
1,3,5,1,1,1,0,499,432,50,
1,3,6,1,1,-1,0,632,1160,50,20.5
1,3,7,1,1,1,0,690,221,100,
1,3,8,1,1,-1,0,757,1615,50,58.2
1,3,9,1,1,-1,1,699,1232,50,0.3
1,3,10,1,1,-1,0,596,461,100,57.7
1,3,11,1,1,1,0,520,711,25,
1,3,12,1,1,-1,0,782,379,50,
1,3,13,1,1,-1,0,796,380,75,
1,3,14,2,2,1,0,544,573,50,67.8
1,3,15,1,1,-1,1,861,251,50,
1,3,16,1,1,1,0,744,259,25,
1,3,17,1,1,1,0,637,573,25,17.2
1,3,18,3,2,-1,99,, , ,
1,3,19,1,1,-1,0,563,437,25,
1,3,20,1,1,1,1,862,1475,50,25.7
1,3,21,1,1,1,0,575,533,100,
1,3,22,3,2,1,0,707,627,25,
1,3,23,2,2,-1,1,545,445,50,33.5
1,3,24,1,1,1,1,623,1401,50,41.7
1,3,25,2,2,-1,0,720,516,50,38
1,3,26,1,1,1,1,768,1980,50,62.7
1,3,27,1,1,-1,0,856,653,100,
1,3,28,3,2,-1,0,728,1289,100,
1,3,29,1,1,-1,0,799,397,100,68.3
1,3,30,3,2,1,0,470,294,75,
1,4,1,1,1,1,0,882,560,50,61.3
1,4,2,1,1,-1,0,854,339,100,
1,4,3,1,1,-1,0,776,786,75,
1,4,5,1,1,-1,1,729,594,25,
1,4,6,1,1,-1,1,880,412,25,49
1,4,7,1,1,1,0,819,271,25,
1,4,8,1,1,1,0,850,216,75,
1,4,9,1,1,1,0,565,620,50,74.3
1,4,10,1,1,-1,0,665,442,50,
1,4,11,1,1,-1,1,585,569,75,
1,4,12,3,2,-1,0,575,474,75,
1,4,13,3,2,1,0,670,619,50,22.2
1,4,14,1,1,-1,0,886,342,25,
1,4,15,1,1,1,1,602,1434,50,45
1,4,16,1,1,1,0,574,635,75,
1,4,17,1,1,1,1,748,250,50,62.8
1,4,18,2,2,-1,0,561,303,75,
1,4,19,3,2,-1,0,618,489,50,
1,4,20,1,1,1,0,725,660,50,
1,4,21,1,1,-1,0,729,365,100,93.7
1,4,22,1,1,-1,99,, , ,
1,4,23,3,2,1,0,520,324,25,
1,4,24,1,1,1,0,488,340,50,
1,4,25,1,1,1,1,778,864,50,35.2
1,4,26,1,1,-1,0,717,414,100,
1,4,27,3,2,1,0,590,589,100,
1,4,28,1,1,-1,0,800,446,75,35
1,4,29,1,1,-1,99,, , ,
1,4,30,1,1,-1,0,532,1008,50,34.7
1,5,1,1,1,-1,0,868,311,50,
1,5,2,1,1,-1,0,708,196,75,27
1,5,3,1,1,1,1,657,1094,75,39.3
1,5,4,1,1,1,1,672,761,75,32.2
1,5,5,1,1,-1,0,712,176,50,
1,5,6,3,2,-1,0,828,346,25,78.8
1,5,7,2,2,-1,0,505,318,25,
1,5,8,1,1,-1,0,616,830,50,
1,5,9,1,1,-1,0,723,861,25,
1,5,10,3,2,-1,0,440,646,25,
1,5,11,2,2,-1,0,433,201,50,66.3
1,5,12,1,1,-1,0,659,469,50,70.5
1,5,13,1,1,-1,0,477,250,75,
1,5,14,3,2,-1,0,541,467,100,
1,5,15,2,2,1,0,517,464,75,79
1,5,16,3,2,1,0,510,331,75,
1,5,17,1,1,-1,1,658,227,50,
1,5,18,3,2,1,0,486,236,100,
1,5,19,1,1,-1,0,744,787,50,21.5
1,5,20,1,1,1,99,, , ,
1,5,21,2,2,-1,0,617,274,50,
1,5,22,1,1,1,0,675,793,50,37.3
1,5,23,1,1,-1,0,581,336,50,
1,5,24,1,1,1,1,876,776,50,30.8
1,5,25,1,1,-1,0,623,328,75,
1,5,26,1,1,-1,0,627,277,75,
1,5,27,1,1,-1,0,550,693,100,
1,5,28,1,1,-1,0,793,271,50,
1,5,29,1,1,-1,0,542,402,75,
1,5,30,2,2,1,0,450,275,50,
1,6,1,1,1,1,0,880,513,50,0.5
1,6,2,3,2,1,0,633,287,50,17.8
1,6,3,1,1,1,1,672,1256,50,
1,6,4,1,1,1,1,682,744,50,23.2
1,6,5,1,1,1,0,519,360,100,
1,6,6,3,2,-1,99,, , ,
1,6,7,1,1,-1,0,795,514,75,
1,6,8,2,2,-1,0,497,330,100,
1,6,9,1,1,1,1,562,223,75,
1,6,10,1,1,-1,0,715,220,100,
1,6,11,1,1,-1,0,780,541,25,
1,6,12,3,2,1,0,732,605,75,20.3
1,6,13,1,1,1,99,, , ,
1,6,14,1,1,1,1,496,630,75,
1,6,15,1,1,1,1,610,425,50,12.3
1,6,16,1,1,1,1,681,228,50,
1,6,17,1,1,-1,0,875,280,50,
1,6,18,1,1,1,1,571,167,25,
1,6,19,1,1,-1,0,565,1138,50,30
1,6,20,1,1,1,1,817,275,75,56.3
1,6,21,3,2,1,0,489,294,25,69.7
1,6,22,1,1,-1,0,671,1057,50,59.3
1,6,23,1,1,-1,99,, , ,
1,6,24,1,1,1,1,640,259,50,19.3
1,6,25,3,2,-1,0,620,177,25,
1,6,26,1,1,-1,0,518,187,100,2.7
1,6,27,1,1,1,1,654,1107,50,40.7
1,6,28,3,2,1,0,579,328,75,
1,6,29,1,1,-1,0,659,773,50,50.2
1,6,30,3,2,1,0,594,605,100,69.5
1,7,1,1,1,-1,0,698,397,25,
1,7,2,3,2,-1,0,733,204,25,
1,7,3,1,1,-1,0,830,236,100,75.5
1,7,4,1,1,1,0,624,238,25,38
1,7,5,1,1,-1,0,659,591,75,35.5
1,7,6,1,1,1,0,666,1263,50,38.5
1,7,7,1,1,-1,0,765,444,100,
1,7,8,1,1,1,0,721,313,75,65.7
1,7,9,1,1,-1,0,618,940,50,44.2
1,7,10,1,1,-1,0,670,1018,50,52.8
1,7,11,1,1,1,0,499,512,25,
1,7,12,1,1,1,0,579,253,25,
1,7,13,3,2,-1,0,486,271,50,63.7
1,7,14,1,1,-1,0,435,539,50,66.2
1,7,15,3,2,1,0,561,461,100,56.8
1,7,16,1,1,1,1,790,278,100,
1,7,17,1,1,1,0,546,268,75,
1,7,18,1,1,-1,1,598,240,75,
1,7,19,1,1,1,1,808,395,25,
1,7,20,3,2,1,0,565,297,75,
1,7,21,1,1,1,1,699,327,100,21.3
1,7,22,3,2,-1,0,533,481,50,80
1,7,23,1,1,1,0,815,519,75,
1,7,24,1,1,1,0,743,303,100,
1,7,25,1,1,-1,0,666,805,50,58.7
1,7,26,2,2,-1,0,830,349,25,64.5
1,7,27,1,1,-1,0,677,198,75,
1,7,28,2,2,1,0,648,474,75,
1,7,29,3,2,-1,0,496,491,100,
1,7,30,3,2,1,0,478,202,100,97.7
1,8,1,1,1,1,1,728,288,100,
1,8,2,1,1,-1,0,543,173,25,28.7
1,8,3,1,1,-1,0,656,372,25,32.5
1,8,4,1,1,1,0,472,258,75,
1,8,5,3,2,1,0,577,265,75,
1,8,6,1,1,-1,0,671,854,50,53.8
1,8,7,1,1,1,1,861,382,50,
1,8,8,2,2,1,0,528,598,50,67.2
1,8,9,3,2,1,0,835,412,50,
1,8,10,1,1,1,99,, , ,
1,8,11,1,1,1,0,740,872,100,62.5
1,8,13,1,1,-1,0,539,262,75,
1,8,14,3,2,1,0,359,305,75,67.8
1,8,15,2,2,-1,0,771,269,25,75
1,8,16,1,1,1,0,496,178,50,
1,8,17,1,1,1,0,677,228,50,
1,8,18,1,1,-1,0,665,358,75,59.2
1,8,19,1,1,-1,0,620,379,25,41.8
1,8,20,1,1,-1,0,671,273,100,55.5
1,8,21,3,2,1,0,467,185,50,71.8
1,8,22,3,2,1,0,636,277,100,
1,8,23,2,2,-1,0,546,274,100,
1,8,24,1,1,1,1,660,1045,50,22.2
1,8,25,1,1,-1,0,796,165,100,
1,8,26,1,1,1,1,429,166,25,
1,8,27,3,2,1,0,440,249,75,
1,8,28,1,1,-1,0,610,1363,50,1.5
1,8,29,3,2,-1,0,762,832,75,26.7
1,8,30,1,1,-1,99,, , ,
1,9,1,1,1,1,99,, , ,
1,9,2,1,1,-1,0,622,354,50,
1,9,3,1,1,-1,1,606,237,25,15.7
1,9,4,1,1,-1,1,626,282,50,16.3
1,9,5,1,1,1,0,536,277,100,64.5
1,9,6,1,1,-1,0,504,275,75,
1,9,7,3,2,1,0,449,295,75,
1,9,8,1,1,1,0,847,737,50,71.8
1,9,9,1,1,-1,0,537,807,75,
1,9,10,1,1,-1,1,714,352,75,59.3
1,9,11,3,2,-1,0,453,418,50,75
1,9,12,2,2,1,0,508,244,25,
1,9,13,1,1,-1,1,755,297,100,
1,9,14,3,2,-1,0,544,342,75,
1,9,15,1,1,1,1,600,156,25,34.2
1,9,16,1,1,-1,0,518,356,75,
1,9,17,3,2,-1,99,, , ,
1,9,18,1,1,1,1,528,278,75,
1,9,19,1,1,1,1,493,209,100,18.3
1,9,20,1,1,1,0,515,627,75,
1,9,21,3,2,-1,0,422,173,100,
1,9,22,2,2,1,0,533,259,50,
1,9,23,1,1,1,1,622,342,50,
1,9,24,1,1,1,1,549,440,100,
1,9,25,2,2,1,0,566,484,75,
1,9,26,1,1,1,1,676,227,25,
1,9,27,2,2,1,0,494,292,100,76.3
1,9,28,1,1,1,0,554,251,25,
1,9,29,1,1,-1,1,656,258,25,
1,9,30,3,2,1,0,538,532,75,31.2
1,10,1,3,2,-1,0,728,189,50,66.2
1,10,2,1,1,-1,1,675,213,50,
1,10,3,1,1,-1,0,618,756,50,
1,10,4,1,1,1,0,477,230,50,
1,10,5,1,1,-1,1,702,526,50,
1,10,6,1,1,1,0,553,465,50,
1,10,7,2,2,-1,0,453,326,50,
1,10,8,1,1,1,1,429,1129,50,38.2
1,10,9,1,1,1,0,557,242,100,
1,10,10,3,2,1,0,463,229,50,63.5
1,10,11,2,2,-1,0,549,329,100,92
1,10,12,3,2,-1,0,663,168,75,
1,10,13,1,1,-1,0,631,212,25,
1,10,14,2,2,-1,0,431,160,25,
1,10,15,3,2,-1,0,388,186,100,69.7
1,10,16,1,1,1,0,614,241,50,
1,10,17,1,1,-1,1,530,295,25,50.8
1,10,18,3,2,1,0,531,260,25,
1,10,19,3,2,-1,0,563,184,50,
1,10,20,1,1,1,1,726,188,100,
1,10,21,3,2,1,0,731,456,50,
1,10,22,1,1,1,0,416,274,50,
1,10,23,1,1,1,0,577,205,50,
1,10,24,1,1,1,0,558,188,25,33.5
1,10,25,1,1,1,0,657,598,50,29.3
1,10,26,1,1,-1,0,629,270,25,
1,10,27,3,2,-1,0,494,233,50,
1,10,28,1,1,-1,0,593,706,50,
1,10,29,1,1,1,1,407,196,100,
1,10,30,2,2,1,0,688,235,50,58.2
10,1,1,1,1,1,0,722,178,100,
10,1,2,3,2,1,99,, , ,
10,1,3,1,1,-1,1,749,152,75,
10,1,4,2,2,-1,99,, , ,
10,1,5,1,1,1,0,913,278,50,
10,1,6,2,2,-1,0,628,156,50,
10,1,7,1,1,-1,0,821,307,75,53.7
10,1,8,3,2,1,0,617,201,75,
10,1,9,1,1,-1,99,, , ,
10,1,10,1,1,1,99,, , ,
10,1,11,3,2,1,0,856,632,100,100
10,1,12,1,1,1,99,, , ,
10,1,13,1,1,1,0,695,182,50,
10,1,14,3,2,1,0,680,192,50,
10,1,15,1,1,-1,0,866,153,100,
10,1,16,1,1,1,0,714,162,100,
10,1,17,3,2,-1,0,622,130,75,42.3
10,1,18,1,1,-1,0,876,263,75,
10,1,19,1,1,1,0,720,237,25,
10,1,20,1,1,-1,1,708,180,75,79.2
10,1,21,1,1,-1,0,649,665,50,42.3
10,1,22,1,1,-1,99,, , ,
10,1,23,3,2,-1,0,637,199,25,21.3
10,1,24,1,1,1,0,896,167,25,20.3
10,1,25,1,1,1,0,881,161,100,99.8
10,1,26,2,2,1,0,624,167,25,51.5
10,1,27,2,2,1,99,, , ,
10,1,28,1,1,-1,99,, , ,
10,1,29,3,2,1,0,540,153,25,16.7
10,1,30,1,1,-1,1,786,144,75,82.2
10,2,1,1,1,1,0,833,159,75,83
10,2,2,1,1,-1,0,867,142,25,
10,2,3,3,2,-1,0,617,137,25,
10,2,4,1,1,-1,99,, , ,
10,2,5,3,2,1,0,669,167,100,
10,2,6,1,1,-1,1,768,164,75,73.7
10,2,7,1,1,-1,1,896,160,25,11
10,2,8,1,1,1,1,823,135,75,
10,2,9,1,1,1,0,877,219,100,
10,2,10,1,1,1,0,800,138,50,
10,2,11,1,1,1,99,, , ,
10,2,12,1,1,-1,0,960,281,100,
10,2,13,1,1,1,0,643,143,75,77.2
10,2,14,1,1,-1,0,927,181,25,
10,2,15,1,1,-1,1,916,182,50,32.8
10,2,16,1,1,1,0,728,173,100,99.7
10,2,17,1,1,-1,0,726,555,75,72.5
10,2,18,3,2,-1,0,690,113,50,61.2
10,2,19,1,1,-1,0,879,223,75,
10,2,20,1,1,1,0,820,133,100,
10,2,21,1,1,1,0,861,217,50,
10,2,22,1,1,-1,0,925,244,100,100
10,2,23,1,1,-1,99,, , ,
10,2,24,1,1,-1,0,943,341,100,98
10,2,25,1,1,1,0,718,160,75,
10,2,26,1,1,1,99,, , ,
10,2,27,3,2,1,0,624,184,25,
10,2,28,1,1,1,0,847,143,100,
10,2,29,1,1,-1,0,847,128,75,
10,2,30,3,2,-1,0,637,150,50,40.3
10,3,1,2,2,-1,0,519,160,25,49.5
10,3,2,1,1,1,99,, , ,
10,3,3,1,1,1,0,839,164,25,
10,3,4,1,1,-1,0,812,218,25,
10,3,5,1,1,-1,0,587,408,50,25.3
10,3,6,3,2,1,0,576,164,25,4.2
10,3,7,1,1,1,0,783,127,100,98.7
10,3,8,2,2,-1,0,604,235,50,
10,3,9,1,1,1,99,, , ,
10,3,10,1,1,1,0,753,158,100,
10,3,11,2,2,-1,0,681,150,100,
10,3,12,1,1,1,0,793,196,25,
10,3,13,3,2,1,0,571,233,50,
10,3,14,2,2,1,0,552,141,75,85.2
10,3,15,1,1,1,0,627,201,100,
10,3,16,1,1,1,0,741,116,25,19.5
10,3,17,1,1,-1,99,, , ,
10,3,18,1,1,-1,0,845,206,25,41
10,3,19,1,1,-1,99,, , ,
10,3,20,2,2,1,0,650,151,25,
10,3,21,3,2,-1,0,615,212,50,
10,3,22,1,1,1,99,, , ,
10,3,23,3,2,1,0,489,161,100,
10,3,24,1,1,1,0,707,148,100,
10,3,25,1,1,1,0,721,205,50,73.3
10,3,26,1,1,-1,0,739,199,75,
10,3,27,1,1,-1,99,, , ,
10,3,28,1,1,-1,0,722,597,75,46.2
10,3,29,1,1,1,0,833,214,50,
10,3,30,3,2,-1,0,656,111,25,
10,4,1,1,1,-1,0,555,144,50,
10,4,2,3,2,-1,0,646,597,25,
10,4,3,1,1,-1,0,857,140,100,0.8
10,4,4,1,1,-1,0,683,112,25,
10,4,5,3,2,-1,0,491,153,100,
10,4,6,3,2,-1,0,509,152,50,76.8
10,4,7,2,2,1,0,538,189,100,
10,4,8,1,1,1,0,760,177,25,6.8
10,4,9,1,1,1,0,735,137,50,47.3
10,4,10,3,2,-1,0,630,120,25,
10,4,11,1,1,-1,99,, , ,
10,4,12,1,1,-1,0,495,134,75,84.3
10,4,13,3,2,-1,0,523,117,25,17.3
10,4,14,1,1,1,0,638,116,25,11.5
10,4,15,2,2,1,0,667,167,50,
10,4,16,2,2,1,0,869,136,75,
10,4,17,1,1,-1,0,825,308,25,
10,4,18,3,2,1,0,492,151,100,
10,4,19,1,1,-1,0,729,148,100,
10,4,20,1,1,-1,0,717,138,75,
10,4,21,1,1,-1,0,612,150,25,
10,4,22,2,2,-1,0,467,195,100,73.3
10,4,23,1,1,1,0,520,139,50,
10,4,24,1,1,1,1,628,158,25,
10,4,25,1,1,-1,0,714,134,25,56.7
10,4,26,1,1,-1,99,, , ,
10,4,27,3,2,-1,0,512,407,75,80.3
10,4,28,1,1,-1,0,652,119,75,
10,4,29,1,1,1,1,638,190,100,98.8
10,4,30,1,1,1,0,659,132,50,
10,5,1,1,1,-1,0,709,134,100,
10,5,2,3,2,-1,0,562,187,50,
10,5,3,2,2,1,0,481,174,50,70.2
10,5,4,3,2,1,0,582,150,100,
10,5,5,1,1,1,0,832,447,50,
10,5,6,1,1,-1,0,577,553,25,
10,5,7,1,1,-1,0,663,117,100,
10,5,8,1,1,1,0,731,239,100,
10,5,9,1,1,-1,0,531,125,100,
10,5,10,2,2,-1,0,500,656,100,
10,5,11,1,1,-1,1,761,210,100,
10,5,12,2,2,-1,0,460,155,50,47.8
10,5,13,3,2,1,0,499,212,50,52.3
10,5,14,1,1,1,0,696,750,50,
10,5,15,1,1,-1,0,678,130,100,0.8
10,5,16,1,1,1,0,789,134,75,
10,5,17,3,2,1,0,570,200,75,54.3
10,5,18,1,1,1,0,696,146,100,
10,5,19,1,1,-1,0,692,659,50,
10,5,20,1,1,-1,99,, , ,
10,5,21,1,1,-1,1,687,154,25,47.3
10,5,22,1,1,-1,99,, , ,
10,5,23,1,1,1,1,627,557,50,
10,5,24,3,2,1,0,560,406,75,
10,5,25,1,1,-1,1,813,159,100,
10,5,26,1,1,1,1,655,142,50,44.3
10,5,27,3,2,1,0,525,137,100,
10,5,28,1,1,1,99,, , ,
10,5,29,1,1,-1,1,754,1164,50,48.3
10,5,30,1,1,1,0,604,139,25,
10,6,1,1,1,1,0,710,251,50,51.8
10,6,2,2,2,1,0,595,136,50,
10,6,3,1,1,-1,99,, , ,
10,6,4,1,1,1,0,797,183,100,
10,6,5,1,1,-1,0,686,185,50,65.5
10,6,6,1,1,1,0,673,142,50,
10,6,7,1,1,-1,0,755,546,25,
10,6,8,2,2,-1,0,552,179,75,
10,6,9,1,1,-1,0,645,138,50,
10,6,10,1,1,1,0,608,139,50,
10,6,11,1,1,1,0,694,208,25,
10,6,12,1,1,1,99,, , ,
10,6,13,3,2,-1,0,553,170,50,
10,6,14,1,1,1,0,647,161,25,
10,6,15,1,1,1,1,669,106,100,
10,6,16,1,1,1,1,461,153,25,
10,6,17,1,1,1,1,739,104,75,
10,6,18,1,1,-1,0,770,129,50,47.8
10,6,19,1,1,-1,99,, , ,
10,6,20,1,1,-1,0,575,112,50,
10,6,21,1,1,-1,0,779,115,25,
10,6,22,1,1,-1,0,659,137,75,
10,6,23,1,1,1,99,, , ,
10,6,24,1,1,1,0,646,151,75,
10,6,25,3,2,-1,0,578,109,75,
10,6,26,3,2,-1,0,514,150,50,
10,6,27,3,2,-1,0,730,452,50,
10,6,28,3,2,1,0,573,382,25,19.3
10,6,29,2,2,1,0,531,113,100,98.8
10,6,30,1,1,1,0,626,121,25,
10,7,1,1,1,-1,0,515,120,25,
10,7,2,1,1,1,0,708,145,50,
10,7,3,1,1,1,0,696,203,50,
10,7,4,1,1,1,99,, , ,
10,7,5,3,2,-1,0,531,130,50,9.8
10,7,6,3,2,1,0,502,121,100,
10,7,7,1,1,-1,0,592,125,100,99.3
10,7,8,1,1,-1,0,711,227,50,
10,7,9,1,1,-1,0,529,458,100,97.5
10,7,10,1,1,1,1,668,209,75,
10,7,11,2,2,1,0,494,165,25,34.7
10,7,12,1,1,-1,1,716,145,100,73.7
10,7,13,3,2,-1,0,517,113,50,
10,7,14,3,2,-1,0,479,360,75,
10,7,15,1,1,-1,99,, , ,
10,7,16,2,2,-1,0,474,158,100,100
10,7,17,1,1,1,0,542,158,50,
10,7,18,1,1,1,1,668,145,25,18.2
10,7,19,1,1,1,1,644,98,25,
10,7,20,3,2,1,0,524,151,100,99
10,7,21,2,2,1,0,663,160,75,
10,7,22,1,1,-1,0,535,110,75,
10,7,23,1,1,1,99,, , ,
10,7,24,1,1,1,0,644,214,50,
10,7,25,1,1,1,0,609,220,100,
10,7,26,1,1,1,0,619,160,50,
10,7,27,1,1,1,0,766,195,50,48.5
10,7,28,2,2,-1,0,645,369,25,
10,7,29,2,2,-1,0,542,198,25,
10,7,30,1,1,1,0,486,206,25,
10,8,1,1,1,-1,0,545,140,25,
10,8,2,1,1,1,0,672,248,25,60.7
10,8,3,1,1,-1,0,659,141,100,
10,8,4,1,1,1,0,587,192,75,40.7
10,8,5,3,2,1,0,535,146,50,66.3
10,8,6,1,1,1,0,627,260,100,99.2
10,8,7,1,1,1,99,, , ,
10,8,8,1,1,1,99,, , ,
10,8,9,1,1,1,99,, , ,
10,8,10,1,1,1,0,707,129,50,50.8
10,8,11,1,1,1,0,604,189,100,99.8
10,8,12,1,1,-1,0,656,146,50,
10,8,13,1,1,1,0,575,152,100,99
10,8,14,3,2,-1,0,529,165,25,
10,8,15,1,1,-1,99,, , ,
10,8,16,1,1,-1,0,541,154,25,27.5
10,8,17,1,1,-1,0,540,153,100,
10,8,18,1,1,1,0,644,186,100,
10,8,19,1,1,-1,1,570,257,50,71.2
10,8,20,2,2,-1,0,504,125,25,
10,8,21,2,2,1,0,560,393,75,19
10,8,22,1,1,-1,99,, , ,
10,8,23,1,1,1,0,617,568,75,
10,8,24,1,1,1,0,617,178,75,
10,8,25,1,1,1,0,536,170,25,
10,8,26,3,2,-1,0,479,166,50,
10,8,27,1,1,-1,99,, , ,
10,8,28,2,2,1,0,479,167,25,
10,8,29,3,2,1,0,652,159,100,
10,8,30,1,1,-1,99,, , ,
10,9,1,1,1,1,1,614,144,75,
10,9,2,1,1,1,0,600,521,50,38.3
10,9,3,1,1,1,99,, , ,
10,9,4,2,2,1,0,464,259,75,45
10,9,5,3,2,1,0,491,218,75,
10,9,6,1,1,1,0,569,190,25,
10,9,7,1,1,-1,1,577,233,75,
10,9,8,1,1,1,0,619,200,25,50.2
10,9,9,1,1,-1,0,700,169,50,43.7
10,9,10,3,2,1,0,564,192,50,
10,9,11,1,1,1,0,678,190,75,52.3
10,9,12,1,1,-1,99,, , ,
10,9,13,3,2,1,0,459,168,25,16.2
10,9,14,1,1,-1,0,525,128,75,
10,9,15,1,1,1,0,653,201,100,100
10,9,16,3,2,1,0,550,201,75,
10,9,17,2,2,-1,0,502,442,50,
10,9,18,1,1,-1,0,510,131,25,
10,9,19,1,1,-1,1,614,182,100,
10,9,20,1,1,1,1,704,249,100,99
10,9,21,1,1,-1,0,679,197,50,
10,9,22,1,1,1,0,613,196,25,
10,9,23,1,1,1,1,677,132,100,
10,9,24,1,1,-1,1,661,174,50,48
10,9,25,1,1,-1,99,, , ,
10,9,26,1,1,1,0,555,181,100,
10,9,27,1,1,-1,99,, , ,
10,9,28,1,1,1,0,570,176,75,
10,9,29,1,1,-1,0,529,139,75,65.7
10,9,30,1,1,-1,99,, , ,
10,10,1,1,1,1,0,556,504,100,
10,10,2,2,2,-1,0,516,658,75,27.7
10,10,3,1,1,-1,0,577,354,50,52
10,10,4,3,2,-1,0,507,192,50,
10,10,5,1,1,1,0,660,180,75,
10,10,6,1,1,1,0,549,201,75,
10,10,7,3,2,-1,0,493,158,75,
10,10,8,3,2,-1,0,453,328,75,
10,10,9,3,2,1,0,409,121,50,
10,10,10,1,1,1,0,510,198,75,
10,10,11,3,2,1,0,459,385,100,
10,10,12,1,1,-1,1,556,507,50,55.8
10,10,13,3,2,1,0,453,203,25,
10,10,14,1,1,1,0,442,154,25,63.3
10,10,15,1,1,1,0,677,160,100,
10,10,16,1,1,-1,0,681,432,50,
10,10,17,2,2,-1,0,460,159,100,98
10,10,18,1,1,-1,0,499,171,100,
10,10,19,1,1,-1,1,548,202,25,49.3
10,10,20,1,1,1,0,600,143,50,
10,10,21,2,2,-1,0,540,617,50,43.8
10,10,22,1,1,1,0,490,181,75,60.3
10,10,23,3,2,-1,0,552,98,25,
10,10,24,1,1,-1,1,538,201,50,
10,10,25,3,2,-1,0,492,108,75,
10,10,26,2,2,-1,0,474,146,50,73
10,10,27,1,1,-1,0,531,143,75,
10,10,28,3,2,1,0,559,225,100,80.7
10,10,29,1,1,-1,1,667,151,50,
10,10,30,1,1,1,0,499,146,25,50.8
10,11,1,3,2,-1,0,542,162,50,
10,11,2,1,1,1,0,653,152,25,
10,11,3,2,2,-1,0,499,174,25,
10,11,4,2,2,1,0,564,205,100,
10,11,5,3,2,1,0,666,320,100,96.7
10,11,6,1,1,-1,99,, , ,
10,11,7,1,1,1,1,529,168,50,
10,11,8,3,2,-1,0,425,113,100,
10,11,9,2,2,1,0,463,149,75,
10,11,10,3,2,-1,0,448,117,25,
10,11,11,1,1,1,0,607,151,25,
10,11,12,1,1,1,0,608,179,75,54.5
10,11,13,3,2,1,0,462,117,75,62.7
10,11,14,1,1,-1,0,555,109,50,46.5
10,11,15,1,1,-1,1,548,126,25,
10,11,16,1,1,-1,1,433,637,100,
10,11,17,1,1,1,99,, , ,
10,11,18,3,2,-1,0,448,469,50,46.7
10,11,19,3,2,1,0,497,190,100,76
10,11,20,3,2,-1,0,489,121,100,99
10,11,21,1,1,1,0,644,157,100,
10,11,22,1,1,-1,0,480,120,100,
10,11,23,1,1,-1,99,, , ,
10,11,24,2,2,1,0,454,144,100,
10,11,25,1,1,1,1,478,144,75,35.5
10,11,26,1,1,1,0,522,226,100,
10,11,27,1,1,1,0,498,142,100,72.7
